"age","repub","MIP"
50,0,"drug and no education"
42,0,"education"
34,1,"housing"
61,0,"the laws"
49,1,"abortion"
30,0,"gun control"
52,1,"education"
68,1,"economic"
35,1,"crime"
49,1,"guns and drugs"
18,0,"education"
39,1,"crime"
34,0,"rainforest destruction"
59,1,""
49,1,"poverty"
51,1,"health care"
52,0,"high prices"
40,1,"teenagers out of control"
35,0,"homeless"
37,0,"crime"
41,1,"discipline with the children"
62,0,"pollution"
27,0,"bill clinton"
39,0,"health care"
78,1,"to much indesions"
56,0,"children in gangs, shoting and violence."
29,0,"lack of moral, no moral values"
38,0,"corruption in goverment (spec) misuse of power."
32,1,"discipline of youth"
72,1,"unemployment"
77,1,"cost of medication,cost of longterm care"
22,1,""
50,1,"THE RICH ARE GETTING RICHER & THE POOR ARE GETTING POORER"
60,1,"the economic condition,he thinks it's good and he doesn't want to see it change,"
75,1,"polution"
28,0,"violence"
85,0,"tax reform"
24,1,"education"
51,1,"the envuironment"
48,0,"crime"
56,1,"hunger"
83,0,"politicians that don't tell the truth"
45,1,"crime"
57,0,"morality"
33,1,"health care"
43,1,"the drugs..."
72,0,"need for the leaders/politicians to be more responsive to the people"
46,0,"seperation of church and state"
55,0,""
62,0,"morals"
32,1,"poverty"
36,1,"lack of central family unit"
54,0,"stability in the white house"
73,1,"a bunch of idiots in the white house"
63,0,"lieing presidents"
31,0,"lack of structured family for most kids, morals"
60,0,"lack honesty and integrity in the administration"
38,1,"family"
33,0,"national debt"
39,0,"children ;ack of knowledge"
22,1,"EDUCATION IN PUBLIC SCHOOLS."
70,0,"the things that supreme, federal, and local judges do that break the laws in our"
28,1,"children that can't control their tempers and that kill other kids, teen violenc"
86,1,"noise"
36,1,"over spending and over materialism"
22,1,"religion(mean)the presence of it"
70,0,"lack of faith in god"
50,1,"poverty"
20,0,"salary (elab) they don't pay well, too low."
59,0,"police force (from president down to city cops; it's so corrupt)"
68,1,"health"
49,0,"high taxes"
21,0,"gun control"
22,0,"lack of understanding"
50,1,"violence"
72,0,"drugs"
27,0,"ecomony"
33,1,"crime"
54,0,""
42,1,"money education"
66,0,"liberals & socialists"
75,1,"education"
69,1,""
30,1,"gas prices"
26,0,"Abortion."
48,0,"moral problems"
28,0,"democrats"
36,1,""
82,0,"the danger of democrats gettings for another 4 years"
92,1,""
48,0,"foreign policy"
33,0,"lack of support f/military"
29,0,"the lack of morals and values and having god as the base"
63,1,"lack of medical care for all of our citizens"
23,1,"military issues"
42,1,"social security"
35,1,"racial relations"
44,1,""
52,1,"food shortage"
49,0,""
44,1,"decline of moral values"
48,0,"violence among children"
23,0,"Taxation"
52,0,"morality"
49,1,"the environment if we don't that care, it'll be a qucik way out"
39,0,"the rich get richer the poor get poorer,if you don't have raises you can't keep "
29,1,"teenage pregnancy"
43,0,"disapline"
42,1,"can't think of one"
77,1,"guns killing children"
24,0,"education money"
24,0,"toomany young people having kids"
55,0,"trouble with the children"
42,0,"getting government out of things in general,much smaller fed govt"
70,1,"crime"
63,1,"not voting"
70,0,"cultural changes/immigration"
25,0,"rising cost of healthcare"
49,0,"need for better education"
61,0,"keeping peace"
42,0,"guns"
44,0,"family values"
20,1,"|<<|discrimination"
37,0,"the economy"
41,1,"violence with guns"
56,0,"education"
42,1,"Education"
33,0,""
73,1,"disparity of income"
48,0,"Moral values."
44,1,"too many guns"
43,1,"violence"
33,1,"gas"
56,0,"to keep a stable economy"
30,1,"world peace"
44,1,"DRUGS (WHAT) I WORK FOR THE POLIC4E DEPT AND I SEE WAY TOO MANY OF THEM"
43,0,"inflation"
34,0,"RESPONBILTY FOR YOUR ACTION"
31,0,"violence"
19,0,"family morals"
36,1,""
44,0,"lack of godliness"
35,0,"justice system/too many"
29,0,"education"
62,0,"health care, has had personal problems with the health care system"
52,1,"taxes"
18,1,"violence"
29,0,"racism"
55,0,"dishonest politicians"
68,1,"too many taxes"
43,1,"education"
42,0,"teenagers( bad things happening at schools)"
38,0,"crime"
27,0,"i think jobs leaving the country and going over seas"
33,1,"|gas taxes"
42,1,"jobs"
49,1,"energy(elab)we ned more electric energy, more electric cars and more like that"
38,0,"ignorance/intolorance"
38,1,"tough one.  I think we ned to build up our military, and to take care of our own"
48,1,"health care"
41,1,"education"
84,0,"school's/guns"
38,0,"violence in the schools"
52,1,"gun control"
35,1,"war"
25,0,""
58,0,""
21,1,"why do we support other counmtry"
69,1,""
36,1,"violence (elab) drugs./too easy to get weapons."
56,1,"race relation"
48,1,"|drugs"
39,1,"world peace"
38,0,"morality"
31,0,"family values.lack of"
47,0,"decline of ehics aand values"
38,1,"school violence."
68,1,"bill clinton"
61,1,"good for everyone who wants one in the country"
73,0,"race issue"
83,0,"not having an honorable, trustworthy gov"
36,0,"lack of leadership, in terms of government and of our community leaders. always "
42,1,"education"
48,0,"coruption"
57,1,""
72,1,""
30,1,"crime"
51,0,"kids"
55,1,"education"
51,1,"the ability of gov't to understand what people reaaly need"
53,0,"crime"
27,1,"gun control"
47,0,"world hunger"
18,1,"homelessness"
50,1,"not being able to make young kids mind because law wont allow you to dop it"
36,1,"poverty"
23,1,"over population (elab) the more people the less space and job to space; and more"
30,1,"falling behind in education internationally"
78,0,""
63,1,"medicare"
78,1,"crooked politicians; they should put back the money they took from social securi"
58,0,"social security"
30,0,"crime"
38,0,""
49,0,"LACK OF FAMILY VALUES"
25,1,"THE RATE OF INCREASING VIOLENCE IN EVERY NEIGHBORHOOD"
75,1,"crime"
56,0,"inflation"
27,1,"crime"
45,0,"population and crime"
41,1,"taxes"
29,1,"poverty"
71,1,"homeless"
31,1,"the violence in the country"
40,0,""
43,0,"childcare"
44,0,"CHILDREN"
72,0,"taxes"
31,0,"to big of a goverment"
75,1,"violence is the biggest thing"
43,1,""
27,0,"moral values have gone to crap"
18,0,""
69,1,"financial problems|health insurance for older"
21,1,"education of our children"
52,1,"so many people don't have enough and have to work three jobs to make ends meet i"
34,1,""
76,1,"nobody want s to get along with everybody else should be more love among all peo"
80,0,"gas prices."
62,1,"all these school shootings"
72,1,"government"
46,0,"moral declined in this country"
58,0,"The guy who keeps running up the interest"
28,0,"early release from prison"
51,1,"health care"
45,0,"gun control"
38,1,"violenc"
21,1,"economics"
33,0,"quality of education"
25,1,""
58,1,"drugs"
54,1,"money shortage  for education"
57,0,"crime"
18,1,""
29,1,"drugs"
69,1,"malls"
68,1,""
46,0,""
67,0,"natianl debt"
49,1,"crime"
26,0,"the separation between the lower and upper class  the politicians rule the upper"
34,0,"social secuity"
33,0,"focused leadership"
37,0,"homelessness"
53,0,"schooling"
59,0,"god out of schools"
20,0,"violence in youth"
32,1,"health insurance"
24,1,"economics"
79,0,"economy"
26,1,"economy"
31,1,"possible terroist threaths"
32,1,"people on welfare"
21,0,"there's a majority of problems"
71,1,"crime"
46,0,"librals running the government"
48,1,""
64,0,"economy"
64,0,"violence"
43,1,"poverty"
50,0,"violence, guns"
44,1,"Mental health."
47,1,"civil rights and humand issues"
45,1,"education"
84,1,"morality"
23,1,"HOMELESSNESS"
53,0,"drugs"
41,1,"violence and drugs"
45,1,"EMPLOYMENT"
25,0,"the goverment"
39,1,"teenagers"
32,0,"infidelity"
54,1,"the middle and lower class are over taxed"
41,0,"drugs"
19,1,"violence"
41,0,"morals values"
43,1,"clean air and water"
78,1,"campaign finance reform"
26,1,"foreign affairs"
35,0,"lack of child rearing"
38,0,"morality, and the fact that we need to get it back"
78,1,"president(more)hes hoirrid"
60,1,"freedom away from us"
36,0,"racism"
67,1,"compassion for other people"
47,1,"crime"
57,1,"over popul;ation"
66,1,"gasoline"
78,1,"gasoline prices"
42,0,"politics"
40,1,"crime"
65,0,"high taxes and cost of health care"
33,0,"gas prices"
68,1,"wanted to take god  out of everything"
46,1,"increase in number cyoung adults killing each other"
75,0,"foreign policy"
34,1,"discrimination"
53,1,"SOCIAL EDUCATION"
76,1,"drugs"
72,1,"dont know"
47,1,"social security"
55,1,"education"
63,0,"taxes"
43,1,"laws are too liberal"
38,0,"education"
74,0,"morality"
66,0,"education"
46,1,"crime"
45,0,"prices of gas and oil"
22,0,"problem with drugs"
22,0,"internal affairs/outside countries/overseas"
18,1,"lack of religion"
83,1,"crime. too many people getting shot and killed."
39,1,"urban sprawl"
80,1,"lot of problems especially for older persons such as money situation."
45,1,"drugs"
54,0,"bill clinton"
40,0,"the direction of economy, and education and safety"
67,0,""
49,1,"lack of hope"
34,0,"education/what/lack of funding...for education for theri children/else/let me th"
38,0,"moral issues"
25,1,"violent"
18,1,"people dont take education seriously and the youth supporting them"
57,1,"crime"
40,1,"homeles"
32,0,"taxes"
39,1,"parent envolvment with their children"
31,0,"morality"
23,1,"poverty"
44,1,"gas prices"
32,0,"god has been completely removed from everything"
47,1,"gas prices"
48,1,"education kids and being educated and cared for"
30,0,"lack of morals"
51,0,"violence"
71,1,"crime"
47,1,"drugs(spec)widespread use in teenagers"
43,1,"drugs and gangs(mean)everytime you look on the tv some one got shot or killed"
48,1,"racism"
20,0,"acceptance of other peple"
82,1,"crime"
52,1,"education"
49,0,"runaway crime in general"
70,1,"sin"
35,1,"poverty"
54,0,"drug abuse"
41,0,"how lousy our presidents are going to be"
27,1,"education"
39,0,"lack of morals"
30,0,"Federal Goverment taxes"
35,1,"drugs"
44,0,"morality"
32,0,"immorality"
20,1,"I think it's the safety of all the childs under 18."
33,1,"schools (education in the public school/not enough money put in the schools0"
54,1,"gun, children ,drugs"
68,0,"lack of morality in our children that leads to violence in school and video game"
29,0,"health care"
20,1,"government worrying too much about other countries and not enough about our own"
42,0,"morality"
25,0,"lack there of education"
62,0,"foreign war and cutting the military down the budget"
27,1,"homelessness"
40,0,"crime"
50,1,"quality of education and care of the elderly"
31,0,"debt"
74,0,"lack of moral fiber"
40,0,"lack of morals in the presidency"
40,1,"education and healthcare"
46,0,"the problem of violence in our country"
75,0,"pOVerty...."
74,1,"all the guns and the shooting with the children"
70,1,"need to regain trust by havinbg trusatworthy officials"
32,1,"jobs"
38,0,"support for the traditional american family"
54,1,"violence"
23,0,"drugs"
47,0,"taxes and s.s"
59,0,"drugs"
20,0,"school or teen violence"
82,0,"drugs and crocked politians"
39,1,"guns"
27,0,"our president"
42,0,""
53,1,"guns"
36,1,"money problems"
76,0,"crime"
66,0,"I'm not sure - got a lot of issues. Probably the upcoming election."
78,0,"social security,taxing ss is outrageous"
35,1,""
26,0,""
34,0,"honesty in the white house"
20,0,""
34,1,"mixing religion & gov't, there's supposed to be a separation of church & state"
71,1,"the health care issue, especially when you get older, when it comes to long term"
85,0,"crime"
64,1,"poverty and education"
83,1,"economy"
23,0,"education."
32,0,"Moral meltdown"
52,1,"racial unrest"
76,1,"too many people"
39,1,"homeless"
54,1,"diversity of the rich and the poor too much of gap"
52,0,"gun control shoundnt be"
44,1,"economics"
33,1,"seperation of the church and state law"
50,0,"social sec."
64,0,"homeless"
50,1,"gun control (in favor of it)"
80,1,""
49,1,"racism"
61,0,"social security reorm"
36,0,"rapid growth, population explosion"
71,0,"education"
59,1,"the concentration of wealth"
24,1,"poverty"
52,0,"paying the national debt"
36,0,"heodanisim"
26,0,"gun issues with children"
75,1,"SOCIAL SECURUTY"
19,0,"OVERALL GROWING VIOLENCE"
57,1,"education"
50,1,"violence (how) from the drugs"
56,1,"hunger un employment"
29,0,"lack of moral leadership.  have to have good options in regard to leadership"
29,0,"foster care system, children being neglected"
38,0,"taxes"
87,1,"racial hatred"
34,1,"government"
26,0,"abortion"
49,0,"hispanic not knowing the laws and their rights due to the language."
19,0,"health care"
62,1,"gunns"
44,0,"cinical of government-environmental issues"
27,1,"Education- public"
43,0,"violance"
25,0,"economy"
47,0,"morality"
49,0,"youth..no values too many things to distract them from doing good things"
32,1,"weapons control (why) because of the children grabbing weapons it should be more"
62,1,"drugs"
68,1,"permissiveness of the youth"
53,0,"education"
83,0,"social security"
29,0,"violence in schools"
26,1,"parenting"
62,0,"immorality"
42,0,"gang/juvenile problems"
50,1,"crimes (elab) drugs...youth are very inmature."
48,0,"guns"
70,1,"provididng for the elderly"
55,1,"crime"
56,1,"too much beauracratic 'bull crap' in Washington."
35,1,"morality"
43,1,"poverty"
77,1,"REFORM"
29,1,"VIOLENCE"
29,1,"violence"
34,0,"eduction"
70,0,"gangs and children killing each other"
39,1,"lack of true caring and understanding"
46,0,"public education needs improvement"
41,0,"morality"
27,1,"alcoholism"
38,0,"Health Insurance"
72,1,"gun control"
32,1,"lack of viagra"
18,0,"moral standards"
58,0,"lack of respect for each other"
27,0,"the prison system"
75,0,"drugs kids with drugs"
51,1,"violence"
56,0,"crima and drugs"
30,0,"antichristian views"
30,0,"drugs(spec)no"
33,0,"poverty"
34,1,"lak of funding for education"
81,1,"population"
35,0,"Taxes reform"
54,0,"INFLATION /THE GAS INCREASES GUN LAWS HEALTH REFORM|GAS"
19,1,"politics (next) trying to make peace with other countries"
67,0,"crime"
30,1,"threat of war on another country"
28,0,"national debt"
46,1,"people"
75,0,"lack of morality"
52,0,"national debt"
86,1,"kids (probe) all on drugs and have guns"
46,1,"violence"
72,1,"our medical costs"
60,0,"drugs"
36,1,"the repubilcans"
41,0,"taxes"
32,0,"government"
28,0,"education"
37,0,"violence"
38,0,"the social/moral decay"
53,0,"education, mothers arn't home to raise children"
39,1,"So much violence in teenagers."
38,0,"moral values"
55,1,"integrity,"
58,0,"credibility in the white housae"
28,1,"poverty"
49,0,"disintegration of the family"
22,1,"gun control"
66,1,"drugs"
32,0,"health care"
42,0,"health insurance"
23,1,"education"
59,1,"groups should get along with others."
22,1,"voilence in schools today"
78,0,"health insurance"
64,1,"the deficit"
57,1,"drugs"
21,1,"the  consoilidation of corporate power and the fgrowing gap between rich and poo"
65,1,"crime"
42,1,"health care"
36,0,"hunger"
87,1,"not making people coming to country make them follow our rules."
27,0,"Childsupport and failies issues"
43,1,"violence; guns in the schools-no discipline"
31,0,"the deficit"
80,0,"cyncicism-nobody trusts anybody anymore; mistrust of govt and groups; criticisms"
79,0,"keeping peace in the world"
46,0,"entitlement"
54,1,"children going hungry"
45,1,"taking care of the elderly"
36,1,"education"
36,1,"crime"
40,1,"racial"
23,0,"education"
29,0,"the value of the family"
43,1,"Gun control in schools"
86,1,"honesty"
46,0,"lack of countability"
22,1,"youth violence"
43,0,"Excessive government."
83,1,"culture"
48,0,"moral issues and lack therof"
65,1,"we need peace"
49,0,"ecology"
55,0,"homeless"
45,0,"drugs"
69,0,"our presidential election"
75,1,"trying to get things squared away"
32,0,"poverty"
76,1,"out of hand everywhere people just give up do not believe in anything"
38,0,"DRUGS/CRIME"
68,0,""
42,0,"attempt of distruction of the second ammendment"
29,0,"education"
45,1,""
44,1,"the national debt"
37,1,"not living the way god wants them to live... if they helped and reach out to eac"
46,1,"violence"
43,1,"probably violence (spec) domestic & handgun (most) domestic violence"
90,0,"secuirty, in the sense that we're not keeping the bad elements out of the countr"
40,1,"crime"
24,1,"taxes"
43,1,"taxes"
26,0,"breakdown of family values"
76,0,"lack of good schools"
25,1,"people making a decent income"
57,1,"racial"
63,0,"'i think the politican's'"
48,0,"campaign finance reform"
52,0,"morality"
59,1,"id like to see less money spent overseas/more here/starving people/i think we sh"
61,1,"gap between rich and poor"
49,0,"taxs"
75,1,"schools, and children vilance"
27,0,"decline in morality"
75,1,"all of the guns in the country"
41,1,"Kids shooting kids"
80,0,"gun control"
58,1,""
49,0,"education crime abortion"
43,0,"energy concerns"
70,1,"prices, everthing is going up high"
66,0,"bias reporting out of washington from the people that run the country"
36,1,"guns and violence"
30,0,"childhood violence"
44,0,"raising our choildren"
65,0,"the morality of our country"
47,1,"fuel prices"
42,0,"homosexuals extremist too much power"
33,0,"lack of health care"
49,1,"education and gun contro;"
44,0,"children"
51,1,"drugs"
53,1,"terrorism"
35,1,""
47,0,"gun control"
57,0,"MORE HONESTY CUT BACK ON SPENDING"
25,1,"money for eduaducation"
74,1,"race relations/because we have very poor relations between the relations in this"
82,1,""
27,1,"997"
46,1,"spirtuality"
19,0,""
23,0,"the breakdown of our social morals"
72,1,"violence"
25,1,"inequality issues(racial & gender)"
58,1,"crime"
47,0,"gas prices"
48,1,"government"
47,0,"immorality"
50,0,"drugs"
38,0,"Taxes.  Too much of."
81,1,"over population"
25,1,"gun control"
79,1,"|street crime"
70,1,""
18,0,"crime/homicde"
24,0,"cops kids"
53,0,"integrity, people say one thing and mean another or don't know what they mean"
74,1,"lack of participation of young people in churchs"
39,0,"crime"
61,0,"envioroment"
27,0,"gun control"
25,0,"violence"
57,1,"education"
38,0,""
31,1,"affirmative action being dissolved in FL"
67,0,"money"
29,0,"gun control"
56,0,"morality"
34,1,"gun control(mean)the whole w/violence in our schools"
42,1,"health care|\"
28,0,"YOUTH VIOLENCE"
66,1,"sin & no respect for one another"
43,0,"probably,um,just the lack of morality."
23,1,""
70,1,"drugs"
44,1,"violence"
72,0,"good family life"
84,1,"young people using drugs and guns and stufff"
34,1,"lack of morality"
62,0,"moral issues"
64,1,"killing of people"
34,1,"education problems"
40,1,"families not taking the responsibilty for their kids"
82,1,"crime"
72,1,"health care"
70,1,"politicians that lie"
40,1,"violence, gas prices"
54,1,"ENVIRONMENTAL ISUES"
27,0,"poverty"
28,1,"money issues"
63,1,"environmental damage"
52,0,"proper education of our youth"
45,1,"getting our whole act together"
30,1,"gas (elab) prices, it is a problem now, it is going up to fast."
37,1,"teen violence and drugs"
47,1,"gun control"
53,0,"homelessness"
44,1,"drug problem"
63,0,"gov't isn't taking care of people in the country"
33,1,"lack of morals and Godly values"
33,0,""
56,1,"education."
71,1,"education"
70,1,"violence and education in the schools"
37,1,"people that are medically unshured"
42,1,"all the killings from guns"
54,0,"health care"
55,0,"education"
35,1,"unemployment"
40,1,"leadership of ourmgis"
79,0,"high prices"
80,0,""
30,1,"the lack of spiritual knowledge"
32,0,"I DON'T KNOW REALLY"
47,1,"drugs"
48,1,""
23,1,"health care"
23,0,"|guns"
68,0,"morality."
39,1,"too much prejudice in spokane"
48,1,"people in politics"
53,1,"divide between rich and poor"
39,1,"education"
46,1,"racial predidice"
47,1,"goodless"
63,1,"farm relations"
56,0,"water"
41,0,"the maintaining state economy"
35,0,"crime"
77,1,"killing so much killing"
31,0,"eeducation"
68,0,"presidents"
42,1,"crime"
35,1,"kids shooting kids in school"
46,0,"the budget"
26,0,"alot of killings"
35,1,"hlth care available for everyone"
26,1,"economics"
40,0,"no morals"
57,1,"gas prices"
32,1,"minimim wage to at least 7.00 per hour."
65,1,"religion"
19,1,"lack of interest in politics in general apathy twords government and politics"
62,0,"dont do enough work/push it off on someone else-too much sex and violence on the"
76,1,"social securoity"
85,0,"crime in young people, the shootings and everything thats goes on, the sex crime"
78,1,"morall issues,"
36,0,""
22,0,"alot of the health issues"
70,0,"polution"
32,0,"theres not enough jobs"
25,1,"gun violence"
71,1,"guns;"
66,0,"politicians"
52,0,"pathetic public schools"
77,1,"crime situation and guns"
24,1,"lack of funding for social severcies medicade medicare"
63,1,"education"
38,1,"gas prices"
39,1,"gun control"
42,0,"morality"
66,0,"moral issues"
35,0,"over crowding of schools"
54,1,"the gun problem"
54,1,"education"
30,1,"crime"
41,1,"finances"
66,0,"hummm, i think military moral"
74,1,"morals of people (the whole nation is going against the word of god)"
50,0,"foreign relation"
19,1,"do not know"
75,0,"no"
38,0,"education"
70,1,"TRANSPORTATION"
50,1,"getting rid of the national debt"
69,0,"lack of morals and religious learning"
65,1,"EDUCATION"
50,1,"human rights"
24,1,"ignorance"
45,0,"the moral decline"
64,0,"bring dignity back to the white house"
55,1,"the economy"
28,1,""
18,0,"education"
41,1,"VIOLENCE KILLING PEOPLE DRUGS"
51,0,"morals"
79,1,""
18,1,""
66,1,"racial issues"
52,1,"education"
23,1,"the justice system-how crime is dealt with"
44,1,"violence and gun control"
47,1,"education"
50,1,"fraud in the government"
31,0,"crime & violence (elab) how the youngsters are shoooting in the schools, and the"
31,0,"|apathy towards local community"
69,0,"education"
58,1,"guns in general"
35,0,"breakdown of family."
35,0,"too much govt gas prices"
36,1,"lack of investment, in terms of education"
74,0,"gun control"
34,1,"gun violence"
47,0,"bill clinton"
54,0,"oil prices and effect on ecomony"
86,1,"our senior citizen, the thing that is lacking that so many of them do not have a"
39,1,"violence in schools"
42,0,"politics"
43,0,"violance"
34,0,"education"
68,0,"government"
21,1,"emphsis on marriage and discipline"
46,0,"high taxes"
49,1,"lack of security in schools"
35,1,"drugs being available to kids"
45,0,"government"
30,0,"LACK OF A MILITARY SUPPORT"
48,1,"crime"
37,1,"our children"
83,1,"racism"
26,0,"education"
49,1,"health"
47,1,"crime and safty in the communities"
69,1,"who's going to be president"
40,0,"health insurance"
22,0,"drugs"
29,0,"lack of morals"
52,0,"education/incompetent teachers"
29,0,"good education for our children; lack of"
62,0,"the race problem"
47,1,"taxes"
68,1,"water consumption"
32,0,"unemployment for us citizen since they are a lot of mexicans."
37,1,"deficit"
56,1,"aids and the ned for a cure for it."
37,1,"health care|]"
63,1,"gun control."
31,0,"spiritual void"
83,1,"education of our young people"
30,1,"notenough support for our children; the homeless children"
22,1,"violence"
75,1,"morals"
45,0,"health care on the whole"
74,1,"crime"
59,0,"schoolviolence"
31,0,"the deficit"
42,0,"employment"
39,0,"do more of open trade"
41,1,"crime"
67,0,"jhonesty"
64,0,"getting rid of clinton and his wife"
50,1,"health care"
56,0,"environment"
34,1,"healthcare"
66,1,"homeless"
33,1,"eduation"
70,1,"crooked politicians"
67,0,"bill cliton"
50,0,"high price of gas"
41,1,"crime"
47,1,"crime"
41,1,"health care"
20,1,"violence is the most important besides poverty and health insur. and min. wages,"
80,1,""
50,1,"deliquency (elab) a lot of crime, drugs. young people instead of going to school"
47,0,"decay of the family - broken home situations; troubles the children come to scho"
39,0,"how are being raised"
68,1,"dont know"
41,1,""
43,0,"families; too many people depending on the schools to raise their children, inst"
46,0,"leadership"
26,0,"Smoking"
41,0,"crime"
34,1,"guns"
89,1,"people don't know one another like they ought to"
20,0,"drugs and teen age violence need to get back w/god"
35,0,"education, public schools need improvement"
31,0,"lack of morality in leadership"
24,1,"education"
64,1,""
48,0,"too many political commitees giving money to politians to sua their vote"
38,0,"another war"
30,1,"health care"
26,1,"the loss of family value"
51,1,"They are not taking care of the elderly and the children. They're not doing it l"
87,1,"medical emergercies  without help for sickness"
48,1,"violence killling and murder"
34,1,"drugs"
33,1,"elderly"
67,0,"education"
55,1,"the drug issue"
45,0,"violence"
80,0,"morality of the people"
38,0,"education"
55,1,"medical insurance, everybody should have it"
51,0,"crime"
78,1,"they're not raising the children right.  To many drugs and booze."
89,1,"senior citizens not getting whats due"
32,0,"abortion."
54,1,"taking care of older people"
30,0,"loss of morals"
52,0,"medicare"
32,1,"pollutin and gas prices"
38,0,"gun control"
23,0,"lack of morals"
27,1,"crime"
59,1,"violence and bad tv and music"
61,1,"crime"
42,1,"Aging population - As far aas medical and living for them|Retirement age to 70 -"
42,0,"drugs & crime"
40,0,"taxes"
23,1,"too many to list but at this time, youth, gun control, and lack of responsibilit"
27,0,"poverty"
70,0,"moral condition"
39,0,"dishonesty"
35,0,"taxes"
38,0,"education"
48,1,"high taxes"
60,1,"people with guns, should not have right to buy guns"
85,0,"education"
72,0,"Drugs."
18,0,"violence-violence and racial descrimination"
72,0,"violence"
18,1,"violence with young people|"
50,0,"genetic enginiereing"
50,0,"We have a major problem with our kids, and I think it's related to the breakdown"
59,0,"prevention of major problems"
38,1,"gas prices"
52,0,"godlessness"
65,1,""
27,1,"crime"
47,0,"health insurance, alot of people really don't have health insurance and the bill"
50,0,"high taxes"
41,0,"crime"
40,1,"are children"
66,0,"racism"
44,0,"education"
39,1,"young kids and violence"
32,1,"moral frabic of society"
62,1,"crime"
73,0,"crime"
29,0,"violence in children"
34,1,"education"
60,1,"racisism"
43,1,"equal justice"
24,0,"the lack of morals"
48,1,"social security"
25,0,"taxes"
45,0,"lack of jobs"
71,0,"high taxes"
63,1,"lack of jobs"
46,0,"gun control."
52,1,"other nations not in secure democratic situations"
29,1,"closed mindness"
44,1,"job oppurtunities not naking enough money"
30,1,"discrimination"
23,0,""
20,0,"the budget"
47,0,"social security"
48,0,""
57,1,"moral decay of our people and the effect it has on our young people"
46,1,"leing politicians"
30,1,"teen drinking/drugs"
67,1,"gun control"
54,1,"crime|with guns and young people"
43,1,"kids"
27,0,"homelessness"
30,1,"poverty"
31,1,"school bombings"
22,1,"Fuel Prices"
32,0,"environmental"
21,1,"gun control / violence iun schools"
41,0,"the breakdown of the family  family values"
34,0,"the gun violence with the young kids"
23,0,"getting involved in other countries business"
79,1,"POLITICS IN GENERAL"
72,1,"the religous right"
60,1,"health care for everybody"
44,0,"too much government intervention in our lifes"
28,0,"children and guns and their behavior"
49,0,"apathy"
49,1,"killing"
51,1,"peole being fired"
28,1,"taxes"
43,0,"bill clition"
18,1,"education"
50,0,"crime"
26,0,"family issues"
35,0,"education"
43,0,"dealing with the tax situation and knowing where the economy is."
90,1,"Teenage kids"
57,0,"deteriation of families"
27,0,"violence"
44,1,"ever growing underclass"
41,1,"gun control"
37,0,"violence in the schools"
33,1,"raising of our children"
32,0,"crime"
79,1,"dope"
24,0,""
39,1,"childcare"
49,1,"homeless people"
80,1,"enviourmental abuse for profit and racism"
18,1,"health insurance"
31,1,"crime"
57,1,"moral decay of the family because of the lack of religious dedication in familie"
64,1,"water"
38,0,"taxes"
41,1,"social secrity"
25,1,"poverty w/children"
26,0,"morality"
26,0,""
42,0,"morals"
45,1,"the family values and morals"
25,0,"ecomonic groth"
56,1,"'It seems that people are forgetting God'"
67,1,"health care"
75,0,"fuel prices"
30,0,"the degredation of our morals"
52,0,"the economy"
35,0,"education"
64,1,"youth violence and death in school"
52,0,"morality of our leaders"
36,0,"greed"
25,0,"education"
62,1,"Profiling in police department."
63,0,"education: quality of education: doing an all around better job"
32,0,"lack of racial reconcilation"
43,0,"youngs kids"
65,0,"health care"
43,0,"violence"
26,1,"weapons (too many)"
53,0,"|family values"
52,0,"education"
36,1,"crime"
50,1,"the older people, they need to do something to take care of our elderly.  It's a"
58,0,"chinese"
35,1,"need for more jobs and also for things to do when the kids are out of school, li"
38,0,"drugs"
43,1,"drugs"
50,1,"drugs"
88,1,"s.s, ed."
24,1,"poverty, the difference between the rich people and poor people"
50,0,"crime"
58,0,"its alright with me"
67,1,"hostility between people of different faiths."
67,1,"crime"
62,1,"health care"
42,1,"drugs"
42,0,"crime"
83,0,"china as a rising world power"
50,1,"poverty"
29,1,"child abuse"
44,1,"prices of everything"
35,0,"crime"
42,1,"our children- with all the violence with the guns and how bad it's getting and i"
29,0,"KIDS AND VIOLENCE"
41,1,"decent jobs for black people"
31,1,"Violence with theyoung people"
67,0,"television and politics"
23,1,"violence"
64,0,"Social Security"
33,0,"violence"
78,1,"THE LACK OF PEOPLE LOVING EACH OTJER"
51,0,"finANCial problems"
50,0,"gun legislation"
49,1,"the national debt"
24,0,"violence in schools"
60,0,"crime"
74,1,"crime"
35,0,"crime"
38,1,"deficit"
31,1,"violence"
77,0,"MILATERY READNESS"
59,0,"violence (how) especially the youth"
71,0,"money"
69,1,"poverty, homelessness, and fact they let down vet, social security, elderly, dis"
60,0,"the government-big brother watching everythimg we do and computers"
30,0,"money"
30,0,"drugs and unemployment"
28,0,"taxation"
22,0,"we're away from jesus and the bible and the moral ethics the country was founded"
49,0,"gas prices going up"
63,1,"religion out of schools"
52,1,"politics"
82,0,"GUN CONTROL"
35,0,"elegal immigrants, soending money paying for them"
67,1,"gas price"
53,0,"morals"
61,0,"politicians"
47,1,"financials"
48,1,"the democratic outlook"
77,1,"race problems"
33,1,"drug abuse"
43,1,"guns in school"
82,0,"children at risk, education,"
44,1,"kids shooting kids"
49,0,"poverty"
43,0,"LACK OF FAMILY"
74,1,"violence"
25,1,"v"
