V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,custom1,gc,quota,Q32,Q1,Q2,Q22,Q4,Q3,Q24,Q5,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q25_7,Q25_8,Q23_1,Q23_2,Q23_3,Q23_4,Q23_5,Q23_6,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q7_10,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q8_12,Q8_13,Q8_14,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q3.0,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q1_7,Q1_8,Q1_9,Q1_10,Q1_11,Q1_12,Q8,Q7_1.0,Q7_2.0,Q7_3.0,Q7_4.0,Q7_5.0,Q7_6.0,Q7_7.0,Q7_8.0,Q7_9.0,Q7_10.0,Q7_11,Q7_12,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q28_9,Q5.0,Q4_1.0,Q4_2.0,Q4_3.0,Q4_4.0,Q4_5.0,Q4_6.0,Q4_7.0,Q4_8.0,Q4_9.0,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q9_1.0,Q9_2.0,Q9_3.0,Q9_4.0,Q9_5.0,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q10_1.0,Q10_2.0,Q10_3.0,Q10_4.0,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q12,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q11_1.0,Q11_2.0,Q11_3.0,Q11_4.0,Q11_5.0,Q11_6.0,Q12_1,Q12_2,Q12_3,hugrev,enjoytouchrev,shdnotbeuncomfrev,liketouchrev,showemorev,likebetouchedrev,touchpersrev,touchICK,okdoctouchrev,undoctouchrev,docshdtouchrev,prefdoctouchrev,docICK
R_bJ8PcjWdF9PMtGR,Default Response Set,Anonymous, , ,75.189.235.20,0,12/16/2013,12/16/2013,1,500193c29d556a-0f49-4f5d-82c5-32b4dea573aa,1, ,1,2,60,3,1,1 month ago,0,2,1,1,1,1,1,7,1,7,2,2,7,5,5,1,6,9,10,6,8,6,2,1,2,6,9,10,8,4,9,9,10,4,5,8,9,10,4,6,7,4,6,10,8,10,4,4,4,5,8,9,7,10,10,5,2,8,6,4,2,2,6,8,4,9,6,3,7,6,8,6,6,7,11,2,7,10,8,2,3,1,4,4,4,4,6,4,4,5,2,6,3,4,1,4,3,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,1,4,4,5,4,4,5,4,4,4,2,2,2,5,2,2,2,1,5,4,1,1,4,1,1,1,1,1, , , ,1,1,5,1,1,1,3,3,1,1,1, , , , , , , , ,1,1,1,1,1,1,1, , ,1,7,10,8,10,10,8,9,8.07692307692308,6,3,2,6,4.2
R_bkg9HxtT6cHHwMJ,Default Response Set,Anonymous, , ,209.193.18.103,0,12/16/2013,12/16/2013,1,5001939339f3ab-1f74-412f-8404-fda3b7f69d03,1, ,1,2,36,3,1,12,0,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,10,9,10,7,4,4,4,4,3,9,9,9,4,5,9,8,4,4,7,5,5,7,7,8,6,7,8,5,7,7,5,6,5,7,7,5,5,6,6,4,8,4,6,4,4,9,8,4,9,4,3,9,8,6,6,8,4,4,1,9,5,10,1,9,1,4,4,4,5,5,4,4,4,2,1,7,5,1,6,1,7,7,4,6,3,4,5,4,5,4,4,4,4,4,4,4,4,4,4,1,4,4,5,4,4,4,4,4,5,3,3,4,4,4,3,3,2,3,3,2,3,3,3,3,3,3,1, ,1, ,3,3,3,3,3,3,3,3,3,3,1, , ,1, , , , , , ,3,3,3,3,3,3,1, , ,6,8,6,8,8,8,9,7.30769230769231,3,2,3,2,3.6
R_bKGg5c3Lvc6U8Ul,Default Response Set,Anonymous, , ,208.103.50.223,0,12/13/2013,12/13/2013,1,50019363cf663d-8eea-47ab-8804-d75bc0a17741,1, ,1,2,59,3,1,2 months,3,6,7,1,7,6,7,7,7,7,7,7,6,7,6,7,10,11,11,11,6,2,2,7,3,2,10,10,11,2,11,11,10,3,3,11,3,2,10,11,4,11,9,11,6,9,10,5,3,5,11,7,8,2,2,9,7,9,6,4,3,8,9,9,6,8,2,3,6,8,4,9,8,5,11,2,2,10,2,10,2,1,4,4,7,6,6,3,1,5,6,1,2,5,1,7,6,6,1,6,4,3,5,7,6,6,6,1,1,1,7,1,1,1,1,2,1,5,5,6,6,7,7,7,5,7,4,4,4,5,3,4,4,2,5,5,4,4,5,2,2,2,2,1,1,1,1,2,4,5,5,2,4,3,3,4,4,1,1, ,1, , , , , , ,4,2,4,4,1,1, , ,1,3,5,8,9,4,6,9,6.69230769230769,2,1,1,1,2.7
R_bKiJFMDBXwvr8Ql,Default Response Set,Anonymous, , ,108.65.101.120,0,12/16/2013,12/16/2013,1,5001931b44d166-4f35-4227-9f61-2d6e0734bf0e,1, ,1,1,74,3,1,"December, 2013",5,7,7,1,6,1,2,7,6,6,7,1,7,7,7,1,11,11,11,10,2,2,2,7,2,2,11,11,7,2,11,11,11,2,2,11,6,1,11,11,2,11,11,1,6,2,2,7,2,11,11,2,2,1,2,11,9,4,2,11,10,4,2,2,9,2,2,8,2,2,11,2,2,11,11,2,2,11,8,2,2,1,1,7,6,5,7,4,4,5,4,1,7,1,1,1,1,7,1,7,6,7,7,1,7,1,6,1,1,1,7,1,1,1,7,4,1,6,5,2,4,6,1,7,5,6,1,1,5,5,1,1,1,1,5,3,4,4,5,1,1,1,1,1, , , ,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , ,1,1,1,1,1,1,1, , ,1,1,3,1,2,8,3,4,2.76923076923077,1,1,1,2,2.2
R_bkqRsA8FqUefQRn,Default Response Set,Anonymous, , ,24.158.101.70,0,12/16/2013,12/16/2013,1,500193${custom1},1, ,1,2,50,3,1,2 mon,0,4,5,1,1,1,7,1,1,5,1,1,1,1,1,1,11,11,11,2,6,1,2,11,2,2,11,11,5,2,11,11,11,2,2,11,2,2,11,11,2,11,8,6,2,2,2,11,11,11,11,2,2,6,6,11,5,2,2,11,11,11,2,2,11,11,11,11,2,2,11,2,2,11,6,2,6,11,6,6,2,1,7,7,7,7,7,7,7,7,4,4,7,4,1,7,2,7,7,7,4,7,7,7,7,7,4,1,1,1,1,1,1,1,7,1,1,7,4,4,7,7,7,4,4,7,1,3,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1, , , ,1,1,1,4,3,1,5,5,3,3,1,1, ,1, , ,1, , , ,3,1,1,1,1,1, ,1, ,1,7,1,1,1,1,1,3.30769230769231,1,1,1,10,3.7
R_bNu5Tzh3Ok9Zs2h,Default Response Set,Anonymous, , ,66.215.201.72,0,12/16/2013,12/16/2013,1,500193142c08ae-bd50-4f63-a89d-8adc5b47dabd,1, ,1,2,27,3,1,november 2013,1,6,6,1,1,5,5,6,6,1,6,5,7,6,7,4,3,8,6,6,9,6,5,10,10,4,11,11,2,2,11,11,11,2,2,11,10,7,7,8,5,10,3,7,6,7,9,4,3,6,11,6,7,8,11,9,8,5,3,6,5,5,8,8,6,6,3,4,6,5,6,4,7,4,7,8,7,9,9,6,5,1,3,4,3,7,7,6,5,5,7,1,3,4,1,6,3,5,4,4,5,4,3,6,4,7,4,6,3,1,2,2,2,2,7,4,1,5,4,4,5,4,4,3,4,6,5,5,5,5,5,4,5,4,4,4,3,2,4,4,2,2,2,1,1, ,1,2,3,5,5,4,4,5,5,5,4,1,1,1,1, , , , , , ,2,1,5,1,1,1, , ,1,3,4,6,7,7,6,8,5.69230769230769,9,4,6,6,6.9
R_bP1oUMqXFFaeMDz,Default Response Set,Anonymous, , ,209.242.137.234,0,12/16/2013,12/16/2013,1,5001939c9b89cf-04c7-4910-9e71-82de6d7d91c9,1, ,1,2,25,3,1,12/1/2013,4,1,7,1,5,1,6,7,5,3,1,2,3,1,1,7,11,11,1,6,1,3,8,1,3,2,11,11,4,2,10,11,11,3,3,11,5,2,11,11,3,11,7,11,4,3,2,11,2,8,11,2,3,2,4,11,5,9,3,11,3,3,9,5,6,8,2,2,4,2,10,2,2,9,11,1,2,11,10,11,2,1,3,2,7,7,7,1,1,7,7,1,2,1,1,1,7,1,7,7,1,4,3,7,2,7,5,7,7,1,4,4,6,7,1,4,1,2,2,3,7,2,7,2,3,7,1,4,4,4,3,1,2,1,4,4,2,5,5,2,4,5,1, ,1, , ,1,2,1,4,3,4,5,5,3,4,1,1,1, , , ,1, , , ,5,4,1,4,3,4,1, , ,1,7,1,9,9,6,10,6.07692307692308,1,1,11,6,3.7
R_bp9mMW505Sv45nL,Default Response Set,Anonymous, , ,216.186.179.39,0,12/16/2013,12/16/2013,1,50019374dc869a-4f47-4390-908b-462a3bea8a28, , ,1,2,31,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
R_bpieU5kvqUTrpSl,Default Response Set,Anonymous, , ,99.17.211.41,0,12/16/2013,12/16/2013,1,500193203ef344-59bc-40e5-a953-07da08a9fa5b, , ,1,2,54,3,1,9/13,1,3,1,1,1,1,1,1,1,2,2,1,2,2,2,1,11,11,11,11,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1.6
R_bpWKtlff5YjbEPj,Default Response Set,Anonymous, , ,173.191.36.104,0,12/16/2013,12/16/2013,1,500193fd0dbdf3-8d16-48bb-9514-5fa813214b00, , ,1,2,55,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
R_bQ85XYzoYX0WyAl,Default Response Set,Anonymous, , ,208.74.128.84,0,12/16/2013,12/16/2013,1,5001932e3c59c1-2748-41ed-bf7c-ee74107296b4,1, ,1,2,59,3,1,2 months ago,4,1,1,1,1,1,7,7,7,6,1,1,1,2,6,7,11,11,11,11,2,2,2,6,2,2,11,11,11,2,11,11,11,2,2,11,2,2,8,11,2,11,11,11,1,4,2,9,2,11,11,3,3,2,2,11,11,2,2,1,11,10,2,2,11,2,2,11,2,2,10,2,3,11,10,2,2,10,2,11,2,1,1,2,7,7,7,1,1,7,7,1,1,1,1,1,7,1,7,7,1,1,1,7,1,6,7,7,7,1,4,1,4,4,1,4,1,2,2,5,7,4,5,2,2,7,4,4,4,4,4,3,5,1,5,4,3,2,4,2,4,4,4,1,1,1,1,1,1,4,3,2,4,4,4,1,4,1,1,1,1, ,1, , ,1, ,4,1,2,1,1,4, , ,1,1,1,11,1,2,1,1,2.30769230769231,1,1,1,1,2
R_bQjHg896o9Wq1ed,Default Response Set,Anonymous, , ,72.184.237.137,0,12/16/2013,12/16/2013,1,50019368882ba7-8af9-4096-b130-9d6d2e62c937,1, ,1,2,64,3,1,4/13,1,2,7,1,2,1,1,7,7,5,2,2,6,6,6,2,11,11,11,11,2,2,2,2,2,2,7,7,11,2,2,2,8,7,7,11,6,4,2,11,2,11,6,4,2,6,7,5,1,7,7,7,7,2,5,9,9,2,2,10,6,6,2,3,9,2,2,2,3,6,7,6,6,7,2,1,11,11,11,11,10,1,3,3,6,3,6,3,3,4,7,1,6,5,1,3,4,4,7,7,5,6,2,6,4,7,7,4,4,1,7,3,1,4,4,4,1,4,4,3,6,5,7,5,3,7,2,2,4,4,4,2,2,1,5,5,5,5,5,1,1,1,1,1, ,1, ,2,4,4,4,1,2,4,4,2,3,1,1, , ,1, , , , , ,1,1,5,5,1,1, , ,1,3,3,2,6,6,3,10,3.53846153846154,1,1,1,1,1.6
R_br821tc0nrs8dBr,Default Response Set,Anonymous, , ,24.0.195.49,0,12/13/2013,12/13/2013,1,500193e76db82a-6166-400c-bccd-752f023d0cc2,1, ,1,1,51,3,1,"October 23, 2013",2,2,7,1,6,1,1,7,7,3,7,7,6,7,6,3,11,11,11,11,2,2,2,2,11,8,11,11,2,2,11,11,11,2,2,11,2,8,11,11,2,11,11,3,3,2,8,11,7,11,11,2,2,7,2,11,11,9,2,11,11,11,2,2,11,2,2,9,2,2,11,2,2,11,11,2,2,11,4,1,2,1,3,3,5,7,5,5,7,2,4,4,3,7,1,3,2,2,7,7,7,4,4,7,5,7,7,2,4,4,4,2,4,4,4,4,1,5,7,4,4,4,4,7,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1, , , ,5,5,5,5,2,5,5,5,5,3,1,1, , , , ,1, , , ,4,5,1,1,3,2,1, , ,1,1,1,1,1,1,3,2.15384615384615,1,1,1,1,3.1
R_brrtOci4HJUTqMR,Default Response Set,Anonymous, , ,98.213.251.235,0,12/16/2013,12/16/2013,1,50019319e81da8-ea04-42db-bb35-73f0720701a2,1, ,1,2,27,1,1,2 years,1,1,7,6,5,5,4,7,6,4,4,4,4,4,4,4,7,8,8,7,4,5,5,4,6,2,8,8,3,3,8,8,8,4,7,8,4,2,9,8,7,7,6,9,4,4,7,5,3,6,8,5,4,2,4,9,8,7,2,9,8,7,6,5,6,3,2,7,3,6,5,7,5,6,4,6,5,5,7,6,5,1,4,3,7,7,3,1,1,3,7,7,1,1,1,4,3,3,7,7,1,4,4,4,3,4,3,4,3,4,4,3,4,3,4,3,1,3,3,4,3,4,5,4,4,3,1,1,2,4,4,2,1,1,3,3,1,4,4,1,1,1,1, , ,1, ,4,4,3,4,4,4,4,4,3,4,1,1, , , , , , , , ,4,4,1,2,2,2, , ,1,3,4,3,4,5,6,5,4.23076923076923,5,4,4,5,4.4
R_bvj1G4iLQqEsN25,Default Response Set,Anonymous, , ,68.44.31.191,0,12/16/2013,12/16/2013,1,500193e827cb85-3e73-41f1-b378-aabbcba5e35b, , ,1,2,35,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
R_cAafShFFmqoEKa1,Default Response Set,Anonymous, , ,66.87.107.62,0,12/16/2013,12/16/2013,1,500193e02eda79-d46e-4140-9105-a63c9f59dbfd,1, ,1,1,62,3,1,42 years,0,4,6,7,7,6,6,5,4,6,1,2,2,4,2,1,3,9,9,7,3,5,2,7,3,3,4,6,7,7,6,5,8,7,6,8,3,4,9,9,4,8,8,8,3,7,7,4,5,8,8,8,4,3,3,9,9,3,2,9,8,3,3,3,9,3,2,7,3,4,8,5,4,8,2,2,11,2,8,2,3,1,1,1,1,3,5,1,6,6,1,1,7,7,1,1,4,7,7,2,5,2,1,4,6,7,4,2,2,6,5,4,2,2,7,6,1,1,1,7,4,4,6,2,1,6,3,3,4,4,3,3,3,3,5,5,4,4,4,3,3,3,3,1, , , ,2,4,4,4,4,2,5,4,2,4,1, , , , , , , , ,1,3,3,3,3,3,3, , ,1,3,3,3,4,9,3,5,3.53846153846154,9,3,3,5,4.3
R_cAStKA2zxoMiJ13,Default Response Set,Anonymous, , ,173.89.13.14,0,12/16/2013,12/16/2013,1,5001933c7297d6-7a26-4e93-bcb6-096f2b9760bf,1, ,1,2,33,3,1,6 months ago,1,2,7,7,6,5,7,7,7,6,5,6,4,6,6,7,8,10,9,7,6,4,3,6,3,3,10,10,3,2,9,11,10,3,3,10,3,3,10,9,3,10,10,10,3,3,3,10,3,10,10,3,2,3,3,4,5,9,1,4,5,3,9,8,4,8,2,3,9,3,10,2,2,10,11,3,3,11,3,11,2,1,4,6,5,7,6,2,4,4,4,4,6,4,1,3,4,4,6,5,3,4,2,5,3,5,4,4,4,1,4,4,4,4,4,4,1,6,2,4,5,3,6,2,4,6,4,5,5,5,5,3,4,3,5,5,4,4,4,4,3,3,3,1, , ,1,3,3,3,3,4,3,4,3,3,3,1,1, , , , ,1, , , ,4,2,3,2,2,4,1, , ,8,7,8,7,9,8,9,7.15384615384615,4,2,3,5,3.9
R_cBhkyPLWQAYOY29,Default Response Set,Anonymous, , ,162.233.149.29,0,12/13/2013,12/13/2013,1,50019330b82f75-2960-48ce-b4f3-8c71918646de,1, ,1,2,21,3,1,13 monthe,1,4,6,1,1,1,1,5,6,4,1,1,1,1,6,1,8,9,11,9,2,4,1,4,6,1,7,5,4,1,8,7,7,1,1,7,9,5,1,7,1,6,1,5,1,8,1,1,1,4,7,1,1,1,8,6,5,1,1,6,4,6,1,1,5,1,1,6,1,1,5,1,5,5,1,1,9,6,9,8,1,1,7,7,7,7,7,1,1,7,7,1,1,7,1,6,1,1,7,7,7,1,2,7,2,7,1,1,1,1,1,1,1,1,6,1,1,1,1,7,7,1,7,1,1,1,2,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,5,5,5,5,5,5,5,5,5,5,1,1,1,1, , , , , , ,1,1,5,1,1,1, , ,1,6,7,6,8,6,7,6,4,4,3,1,3,2.9
R_cBUHrXsw3YTRQ5n,Default Response Set,Anonymous, , ,72.245.156.38,0,12/16/2013,12/16/2013,1,500193c492cde6-718d-4fd3-b9f2-ef6bf32ac9ac,1, ,1,1,29,1,1,11/13,3,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,5,5,8,7,5,5,5,1,6,9,10,9,10,9,10,9,9,9,10,9,9,9,10,10,10,10,9,9,10,9,10,9,10,10,9,10,9,9,11,10,10,9,10,9,10,10,10,10,9,9,9,9,7,8,7,10,8,10,9,9,10,10,11,10,1,6,6,6,7,6,6,6,6,7,6,7,6,1,7,7,7,7,7,6,6,6,6,7,6,7,7,7,7,6,6,6,6,6,6,1,6,6,6,6,6,6,7,6,6,4,4,5,4,4,5,4,4,4,5,5,5,4,4,4,4,4,1,1,1,1,5,5,5,5,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1, ,4,4,4,4,4,4,1,1, ,1,2,2,3,2,2,3,5.53846153846154,6,7,7,4,5.3
R_cBZMneUpwWLw8fP,Default Response Set,Anonymous, , ,68.174.15.180,0,12/16/2013,12/16/2013,1,5001935dbbcca8-c800-4cf9-99f4-731630223818,1, ,1,1,52,3,1,3,1,2,5,1,5,1,7,7,7,6,1,5,2,6,1,1,10,10,9,9,3,2,2,7,2,2,10,9,8,2,11,11,9,2,3,10,3,4,2,5,3,10,9,6,6,8,8,8,10,7,9,7,6,8,9,3,9,7,3,11,9,4,7,7,7,3,6,6,6,7,6,6,4,10,6,6,6,10,6,1,6,1,5,4,7,7,4,4,1,6,1,1,6,1,1,1,7,2,7,7,3,2,1,7,1,4,4,4,4,4,4,4,4,4,4,4,1,4,5,3,4,4,4,4,4,4,3,3,3,3,3,3,3,1,5,4,4,3,4,1,1,1,1, , ,1, ,3,3,3,3,3,3,3,3,3,3,1,1, , , , , , , , ,3,3,3,3,3,3, , ,1,9,3,1,3,8,5,6,5.23076923076923,2,2,3,3,2.8
R_cCSD0aCnGdMFStL,Default Response Set,Anonymous, , ,184.18.65.197,0,12/16/2013,12/16/2013,1,500193ff1c56bf-06d6-49c8-a84e-42feb8783bc6,1, ,1,1,71,3,1,"NOVEMBER 12,2013",4,7,5,5,5,5,5,7,7,7,7,7,7,7,7,7,11,11,11,11,2,2,2,2,2,2,11,11,2,2,11,11,11,2,2,11,11,11,11,11,2,11,11,11,11,11,11,6,2,11,11,11,11,2,2,11,11,2,2,11,11,11,2,2,11,2,2,11,2,2,11,2,2,11,11,2,2,11,11,11,2,1,4,4,4,4,4,4,4,4,4,4,4,4,1,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1, , , ,3,3,3,3,3,3,3,3,3,3,1,1, , ,1, ,1,1,1, ,3,3,3,3,3,3, , ,1,1,1,1,1,1,1,1,1.46153846153846,1,1,1,1,1.6
R_cGa5pKa4JEpSrQ1,Default Response Set,Anonymous, , ,99.39.165.49,0,12/16/2013,12/16/2013,1,500193ad798183-81c5-466b-a708-f890c5312b78,1, ,1,2,59,3,1,12/2013,1,4,1,1,5,1,7,1,7,6,1,1,1,1,1,1,6,11,10,4,6,9,2,10,10,4,9,10,9,2,11,11,9,4,2,6,11,4,9,9,7,10,2,4,2,10,11,4,5,4,10,9,9,7,11,10,2,10,2,11,2,9,10,10,2,10,5,2,10,8,6,8,8,5,11,2,3,10,5,10,11,1,4,4,4,3,3,4,6,5,5,6,1,5,1,4,1,6,6,7,7,4,4,6,3,6,6,5,4,1,5,5,3,3,5,4,1,4,4,5,2,4,5,5,4,5,1,1,4,4,1,1,1,1,2,2,1,2,2,1,1,1,1,1, , , ,2,1,4,1,4,1,1,2,2,2,1,1, , ,1, ,1,1, , ,1,1,1,4,1,1, , ,1,2,10,1,10,3,10,10,7.15384615384615,6,1,2,8,5.8
R_cGTTe36zurU1NlP,Default Response Set,Anonymous, , ,50.161.253.111,0,12/16/2013,12/16/2013,1,5001936c0694ef-7af6-486e-871f-8009564ca7cf, , ,1,2,21,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
R_cI1QOBlK9HzScrb,Default Response Set,Anonymous, , ,71.75.44.181,0,12/16/2013,12/16/2013,1,5001938fcbc321-3499-41b1-9bc4-99abbe4c64fc,1, ,1,2,56,3,1,5 months ago,1,5,1,1,1,1,7,7,6,6,7,7,1,7,1,6,1,8,7,6,6,7,1,4,1,1,6,7,4,11,10,2,8,7,7,5,4,5,7,2,4,2,5,4,3,2,2,5,2,4,8,6,8,7,8,10,8,4,1,6,5,8,4,4,7,4,2,7,2,2,5,3,2,5,9,1,4,5,10,1,2,1,4,6,6,7,6,4,5,1,1,1,7,1,1,7,1,7,5,2,6,5,2,5,4,6,6,1,1,1,1,1,1,1,7,1,1,7,1,2,7,4,5,5,2,5,4,4,4,4,4,1,4,2,4,4,4,4,4,2,1,1,1, ,1, , ,1,1,4,4,3,3,2,2,3,2,1, , ,1, , , , , , ,1,1,1,1,1,1, , ,1,2,4,6,7,4,5,5,4,11,4,5,6,4.6
R_cI59tpV9ZFrqLkh,Default Response Set,Anonymous, , ,68.8.187.212,0,12/16/2013,12/16/2013,1,500193214f6cd1-daa8-4f34-afea-b1e5870bdc34,1, ,1,2,64,3,1,one month ago,2,2,1,1,1,1,1,7,6,7,6,2,6,6,6,2,11,11,11,11,6,1,1,6,1,1,8,10,8,11,6,2,10,9,6,9,11,1,9,6,2,6,4,11,6,7,2,6,1,7,10,7,11,1,11,11,11,1,1,11,11,11,1,1,11,1,1,11,1,7,5,9,9,5,6,1,6,11,9,11,6,1,7,1,7,7,7,1,3,7,7,1,1,7,1,3,5,7,5,7,1,1,1,7,6,7,3,4,4,2,4,2,6,2,4,2,1,7,7,4,7,7,7,6,6,7,1,5,5,4,5,5,5,1,4,3,1,3,5,1,1,1,1,1,1,1,1,1,1,5,1,1,1,4,3,1,1,1,1, ,1,1, , , , , ,5,2,1,3,1,1, , ,1,1,1,1,1,1,1,1,1,1,1,1,1,2
R_cIOwq5uczekV2Qd,Default Response Set,Anonymous, , ,184.153.208.94,0,12/16/2013,12/16/2013,1,500193e1a3c204-23aa-4e67-9344-af91e2ee7b00,1, ,1,1,42,3,1,month,1,7,4,5,5,5,4,4,6,2,6,3,6,6,6,2,8,11,9,9,3,4,1,3,4,7,7,7,7,7,7,6,6,4,6,7,9,11,6,4,6,4,3,2,9,6,8,6,8,7,7,7,4,11,10,10,7,5,2,7,6,4,4,3,7,5,1,4,5,6,6,7,8,7,1,7,10,4,8,1,3,1,4,4,5,6,5,2,1,5,3,2,6,3,1,5,2,4,5,5,2,4,4,5,4,3,5,2,2,1,5,6,2,2,7,5,1,4,2,3,5,4,6,5,4,7,1,2,3,4,4,1,2,2,5,4,3,3,4,1,1,1,1,1, , , ,3,4,4,4,3,1,3,3,3,4,1,1, , , , ,1,1, , ,2,1,1,1,1,1, , ,1,2,5,5,6,8,5,8,4.53846153846154,4,1,3,3,3.3
R_cLOfSYQ9vXjdKfz,Default Response Set,Anonymous, , ,69.14.154.95,0,12/16/2013,12/16/2013,1,500193008addd6-62d7-489c-875d-20d228ccb95f,1, ,1,2,53,3,1,July 2013,4,3,7,6,1,1,6,7,6,6,2,1,2,2,7,2,10,11,8,11,2,3,2,2,3,2,7,7,6,6,9,6,8,7,7,9,6,2,8,7,4,6,8,10,5,4,6,6,4,6,7,6,6,2,5,11,8,7,3,8,7,6,4,4,6,4,2,6,4,7,5,6,7,5,11,2,3,11,6,3,2,1,4,4,5,7,7,2,2,5,6,2,6,2,1,1,5,3,6,6,3,2,2,5,3,5,6,4,5,2,5,3,2,5,3,4,1,5,3,5,6,3,4,2,2,6,1,1,4,4,1,1,1,1,4,4,4,3,4,1,1,1,1,1, , , ,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , ,1,1,1,1,1,1,1, , ,1,1,4,4,5,6,6,6,4.30769230769231,2,1,4,1,2.2
R_cMZUOiRRJFY4PgV,Default Response Set,Anonymous, , ,96.240.87.159,0,12/16/2013,12/16/2013,1,5001933edfefc1-4bbf-4a84-953c-19ef30ef4bee, , ,1,2,60,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
